Genus,Species,Binomial,Height.max..m.,Height.actual..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,References
Metrosideros,angustifolia,Metrosideros angustifolia,NA,NA,-2.09,-0.152,-5.607,10.80466307,NA,NA,NA,NA,-33.95,18.9166666666667,300,15.9,945,Swift et al. 2008
Rapanea,melanophloeos,Rapanea melanophloeos,18,NA,-1.96,-0.607,-3.026,35.64727955,NA,NA,NA,NA,-33.95,18.9166666666667,300,15.9,945,Swift et al. 2008
Rapanea,melanophloeos,Rapanea melanophloeos,18,NA,-1.77,-0.724,-2.453,55.63689605,NA,NA,NA,NA,-33.95,18.9166666666667,300,15.9,945,Swift et al. 2008
Rapanea,melanophloeos,Rapanea melanophloeos,18,NA,-1.85,-0.269,-2.547,54.51936872,NA,NA,NA,NA,-33.95,18.9166666666667,300,15.9,945,Swift et al. 2008
Pistacia,lentiscus,Pistacia lentiscus,4,1,-4.81,-2.734551912,-6.885448088,18.30929919,0.73,0.000301,NA,NA,38.35,-0.5,40,18.1,300,Vilagrosa et al. 2003
Quercus,coccifera,Quercus coccifera,6,1,-6.96,-3.846827868,-10.07317213,12.20619947,0.29,0.000146,NA,NA,38.35,-0.5,40,18.1,300,Vilagrosa et al. 2003
Chusquea,ramosissima,Chusquea ramosissima,12,4,-0.692,-0.41,-1.49,47.61904762,43.7,NA,NA,NA,-26.5666666666667,-54.3333333333333,400,20,2000,Saha et al. 2009
Merostachys,claussenii,Merostachys claussenii,7,4,-2.98,-1.42,-4.22,30.64516129,3.1,NA,NA,NA,-26.5666666666667,-54.3333333333333,400,20,2000,Saha et al. 2009
Acmopyle,pancheri,Acmopyle pancheri,NA,NA,NA,NA,NA,NA,0.33,0.000066,0.000202,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Feild 2000
Agathis,lanceolata,Agathis lanceolata,NA,NA,NA,NA,NA,NA,0.95,0.000176,0.00026,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Feild 2000
Falcatifolium,taxoides,Falcatifolium taxoides,NA,NA,NA,NA,NA,NA,0.3,0.000076,0.00027,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Feild 2000
Retrophyllum,comptonii,Retrophyllum comptonii,NA,NA,NA,NA,NA,NA,0.45,0.000151,0.00035,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Feild 2000
Acmopyle,pancheri,Acmopyle pancheri,NA,NA,-3.7,-2.25,-5.31,23.60248447,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Actinostrobus,acuminatus,Actinostrobus acuminatus,NA,NA,-14.1,-11.05,NA,NA,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Athrotaxis,selaginoides,Athrotaxis selaginoides,NA,NA,-5.1,-3.69,-7.02,19.79166667,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Callitris,rhomboidea,Callitris rhomboidea,NA,NA,-9.2,-7.88,-11,21.11111111,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Dacrycarpus,compactus,Dacrycarpus compactus,NA,NA,-3.1,-2.26,-3.92,46.34146341,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Dacrycarpus,dacrydioides,Dacrycarpus dacrydioides,NA,NA,-2.3,-2.15,-2.75,84.44444444,0.28,0.00014,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Lagarostrobos,franklinii,Lagarostrobos franklinii,NA,NA,-3.8,-2.52,-5.09,29.45736434,0.27,0.00012,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Podocarpus,drouynianus,Podocarpus drouynianus,NA,NA,-5.9,-4.33,-7.55,23.03030303,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Podocarpus,lawrencei,Podocarpus lawrencei,NA,NA,-5.6,-3.92,-7.08,25.67567568,0.25,0.00012,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Widdringtonia,cedarbergensis,Widdringtonia cedarbergensis,NA,NA,-8.9,-7.61,-10.15,30.4,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 1999
Dacrycarpus,dacrydioides,Dacrycarpus dacrydioides,NA,NA,-2.3,NA,NA,NA,NA,0.0000746,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 2000
Eucalyptus,regnans,Eucalyptus regnans,NA,NA,-2.7,NA,NA,NA,NA,0.00021,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 2000
Nageia,fleuryi,Nageia fleuryi,NA,NA,-3.7,NA,NA,NA,NA,0.0000556,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 2000
Toona,australis,Toona australis,NA,NA,-1.4,NA,NA,NA,NA,0.00016,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Hill 2000
Bursera,simaruba,Bursera simaruba,NA,NA,NA,NA,NA,NA,3.55,0.000214,0.000054,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Byrsonima,crassifolia,Byrsonima crassifolia,NA,NA,NA,NA,NA,NA,2.1,0.000225,0.000083,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Calycophyllum,candidissimum,Calycophyllum candidissimum,NA,NA,NA,NA,NA,NA,1.11,0.000137,0.000095,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Curatella,americana,Curatella americana,NA,NA,NA,NA,NA,NA,1.25,0.000127,0.000108,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Enterolobium,cyclocarpum,Enterolobium cyclocarpum,NA,NA,NA,NA,NA,NA,3.5,0.000426,0.000127,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Gliricidia,sepium,Gliricidia sepium,NA,NA,NA,NA,NA,NA,3.65,0.000275,0.000067,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Hymenaea,courbaril,Hymenaea courbaril,NA,NA,NA,NA,NA,NA,2.4,0.000169,0.000107,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Manilkara,chicle,Manilkara chicle,NA,NA,NA,NA,NA,NA,0.45,0.000048,0.000102,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Quercus,oleoides,Quercus oleoides,NA,NA,NA,NA,NA,NA,2.1,0.000199,0.000118,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Rehdera,trinervis,Rehdera trinervis,NA,NA,NA,NA,NA,NA,1.72,0.000262,0.000122,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Simarouba,glauca,Simarouba glauca,NA,NA,NA,NA,NA,NA,1.2,0.000366,0.00017,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Swietenia,macrophylla,Swietenia macrophylla,NA,NA,NA,NA,NA,NA,1.2,0.000144,0.000084,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2002
Bursera,simaruba,Bursera simaruba,NA,NA,-1,-0.3,-1.7,54.28571429,NA,NA,NA,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2003
Calycophyllum,candidissimum,Calycophyllum candidissimum,NA,NA,-2.87,-1.2,-4.3,26.57342657,NA,NA,NA,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2003
Enterolobium,cyclocarpum,Enterolobium cyclocarpum,NA,NA,-2.73,-2,-3.5,49.35064935,NA,NA,NA,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2003
Hymenaea,courbaril,Hymenaea courbaril,NA,NA,-3,-2.1,-3.9,42.22222222,NA,NA,NA,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2003
Quercus,oleoides,Quercus oleoides,NA,NA,-3.03,-2.1,-3.9,43.67816092,NA,NA,NA,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2003
Rehdera,trinervis,Rehdera trinervis,NA,NA,-2.8,-0.7,-4.7,20,NA,NA,NA,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2003
Simarouba,glauca,Simarouba glauca,NA,NA,-2,-1.5,-2.7,54.28571429,NA,NA,NA,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2003
Swietenia,macrophylla,Swietenia macrophylla,NA,NA,-2.2,-1.3,-3.1,42.22222222,NA,NA,NA,NA,10.9055555555556,-85.6019444444444,252,26,1922,Brodribb et al. 2003
Acmopyle,pancheri,Acmopyle pancheri,20,1,-3.059,-1.707648649,-4.410351351,28.12,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Cochard 2009
Actinostrobus,arenarius,Actinostrobus arenarius,5,1,-10.581,-8.016897436,-13.14510256,14.82,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Cochard 2009
Callitris,rhomboidea,Callitris rhomboidea,15,1,-10.93666667,-8.663939394,-13.20939394,16.72,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Cochard 2009
Dacrycarpus,dacrydioides,Dacrycarpus dacrydioides,50,1,-2.274333333,-1.624982684,-2.923683983,58.52,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Cochard 2009
Dacrycarpus,imbricatus,Dacrycarpus imbricatus,50,1,-3.56975,-2.500231283,-4.639268717,35.53,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Cochard 2009
Lagarostrobos,franklinii,Lagarostrobos franklinii,30,1,-3.574,-2.103411765,-5.044588235,25.84,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Brodribb & Cochard 2009
Quercus,robur,Quercus robur,40,20,-2.8,-2.4,-3.46,57.57575758,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard & Tyree 1990
Quercus,rubra,Quercus rubra,40,20,-2.5,-0.984848485,-4.015151515,25.08,NA,NA,NA,NA,44.45166667,-73.18333333,90,7,871,Cochard & Tyree 1990
Quercus,rubra,Quercus rubra,40,20,-2.5,-2.280701754,-2.94,86.36363636,NA,NA,NA,NA,44.45166667,-73.18333333,90,7,871,Cochard & Tyree 1990
Abies,alba,Abies alba,50,25,-3.65,-2.9,-4.4,50.66666667,1.71901,NA,0.0000588,NA,48.75145,6.337966667,263,9.4,766,Cochard 1992
Abies,alba,Abies alba,50,25,-3.43,-2.6,-4.2,49.35064935,0.88,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard 1992
Abies,bornmuelleriana,Abies bornmuelleriana,40,15,-4,-3.1,-5,38,0.6,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard 1992
Cedrus,atlantica,Cedrus atlantica,40,15,-4.5,-4.2,-5.5,38,0.88,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard 1992
Cedrus,deodara,Cedrus deodara,40,15,-4.95,-4.45,-6.1,33.04347826,1.2,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard 1992
Picea,abies,Picea abies,50,25,-3.6,-3,-4.5,42.22222222,0.5,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard 1992
Pinus,sylvestris,Pinus sylvestris,35,20,-2.9,-2.6,-3.7,47.5,0.53,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard 1992
Pseudotsuga,menziesii,Pseudotsuga menziesii,80,30,-3.5,-3,-4.2,54.28571429,0.71,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard 1992
Zea,mays,Zea mays,3.5,1.5,-2.64,-1.5,-3.6,39.58333333,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard 2002
Abies,alba,Abies alba,50,30,-3.71,-3.306774194,-4.113225806,94.24,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard 2006
Abies,grandis,Abies grandis,50,35,-3.65,-3.233333333,-4.066666667,91.2,NA,NA,NA,NA,46.63333333,-114.5833333,1200,5.9,464,Cochard 2006
Abies,lasiocarpa,Abies lasiocarpa,30,20,-3.62,-3.076521739,-4.163478261,69.92,NA,NA,NA,NA,46.63333333,-114.5833333,1200,5.9,464,Cochard 2006
Abies,pinsapo,Abies pinsapo,25,15,-4.15,-3.588202247,-4.711797753,67.64,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard 2006
Araucaria,hunsteinii,Araucaria hunsteinii,80,30,-4.07,-3.222542373,-4.917457627,44.84,NA,NA,NA,NA,5.1806,-52.68,30,26.6,2654,Cochard 2006
Cedrus,atlantica,Cedrus atlantica,40,15,-5.14,-4.14,-6.14,38,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard 2006
Cedrus,deodara,Cedrus deodara,50,10,-7.26,-5.474285714,-9.045714286,21.28,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard 2006
Cupressus,glabra,Cupressus glabra,20,10,-10.81,-7.476666667,-14.14333333,11.4,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard 2006
Cupressus,sempervirens,Cupressus sempervirens,30,15,-10.39,-6.818571429,-13.96142857,10.64,NA,NA,NA,NA,43.6,3.85,43,13.9,742,Cochard 2006
Ginkgo,biloba,Ginkgo biloba,30,5,-4.62,-3.925555556,-5.314444444,54.72,NA,NA,NA,NA,48.7,2.166666667,70,11,626,Cochard 2006
Juniperus,communis,Juniperus communis,10,3,-6.37,-4.37,-8.37,19,NA,NA,NA,NA,43.95,3.216666667,720,11,768,Cochard 2006
Juniperus,osteosperma,Juniperus osteosperma,6,3,-8.69,-6.766923077,-10.61307692,19.76,NA,NA,NA,NA,38.58333333,-109.5333333,1300,12.8,240,Cochard 2006
Juniperus,scopulorum,Juniperus scopulorum,12,4,-9.84,-7.208421053,-12.47157895,14.44,NA,NA,NA,NA,47.6,-112.7583333,1540,4.5,451,Cochard 2006
Larix,decidua,Larix decidua,35,15,-3.87,-3.326521739,-4.413478261,69.92,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard 2006
Larix,kaempferi,Larix kaempferi,35,15,-3.43,-3.026774194,-3.833225806,94.24,NA,NA,NA,NA,47.815,1.86,200,10.4,642,Cochard 2006
Larix,occidentalis,Larix occidentalis,80,25,-4.21,-3.534324324,-4.885675676,56.24,NA,NA,NA,NA,46.63333333,-114.5833333,1500,4.1,464,Cochard 2006
Metasequoia,glyptostroboides,Metasequoia glyptostroboides,30,6,-2.91,-2.185362319,-3.634637681,52.44,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard 2006
Picea,abies,Picea abies,50,20,-3.67,-3.120549451,-4.219450549,69.16,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard 2006
Picea,engelmannii,Picea engelmannii,30,15,-4.18,-3.360327869,-4.999672131,46.36,NA,NA,NA,NA,46.21666667,-113.2266667,2300,0.6,470,Cochard 2006
Picea,sitchensis,Picea sitchensis,60,15,-3.85,-3,-4.7,44.70588235,NA,NA,NA,NA,55.92,-3.18,50,8.6,738,Cochard 2006
Pinus,albicaulis,Pinus albicaulis,20,10,-3.19,-2.925449735,-3.454550265,143.64,NA,NA,NA,NA,46.21666667,-113.2266667,2300,0.6,470,Cochard 2006
Pinus,cembra,Pinus cembra,25,5,-3.2,-2.885534591,-3.514465409,120.84,NA,NA,NA,NA,47.26666667,11.38333333,600,9,897,Cochard 2006
Pinus,contorta,Pinus contorta,10,5,-3.9,-3.602380952,-4.197619048,127.68,NA,NA,NA,NA,46.21666667,-113.2266667,2300,0.6,470,Cochard 2006
Pinus,corsicana,Pinus corsicana,40,0.2,-5,-4.2,-6.1,34.54545455,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Girard et al 1997
Pinus,edulis,Pinus edulis,20,10,-4.03,-3.539803922,-4.520196078,77.52,NA,NA,NA,NA,38.58333333,-109.5333333,1300,12.8,240,Cochard 2006
Pinus,flexilis,Pinus flexilis,20,10,-3.71,-3.21,-4.21,76,NA,NA,NA,NA,47.61666667,-112.69,1380,5.4,429,Cochard 2006
Pinus,halepensis,Pinus halepensis,22,8,-5.6,-4.958974359,-6.241025641,59.28,NA,NA,NA,NA,43.6,3.85,43,13.9,742,Cochard 2006
Pinus,mugo,Pinus mugo,3,1.5,-3.75,-3.454142012,-4.045857988,128.44,NA,NA,NA,NA,47.26666667,11.38333333,600,9,897,Cochard 2006
Pinus,nigra,Pinus nigra,35,10,-2.8,-1.89,-3.7,42.22222222,NA,NA,NA,NA,43.96,4.77,100,13.3,716,Cochard 2006
Pinus,pinaster,Pinus pinaster,30,15,-3.73,-3.005362319,-4.454637681,52.44,NA,NA,NA,NA,44.75,-0.783333333,64,12.5,993,Cochard 2006
Pinus,pinea,Pinus pinea,25,10,-4.34,-3.778202247,-4.901797753,67.64,NA,NA,NA,NA,43.6,3.85,43,13.9,742,Cochard 2006
Pinus,ponderosa,Pinus ponderosa,60,20,-3.86,-3.531052632,-4.188947368,115.52,NA,NA,NA,NA,46.93333333,-113.95,1100,6.2,397,Cochard 2006
Pinus,sylvestris,Pinus sylvestris,40,15,-3.16,-2.778320611,-3.541679389,99.56,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard 2006
Pinus,uncinata,Pinus uncinata,25,10,-4.18,-3.786299213,-4.573700787,96.52,NA,NA,NA,NA,42.9,0.083333333,1500,5.8,1148,Cochard 2006
Pseudotsuga,menziesii,Pseudotsuga menziesii,60,25,-3.68,-3.26677686,-4.09322314,91.96,NA,NA,NA,NA,46.93333333,-113.95,1100,6.2,397,Cochard 2006
Sequoia,sempervirens,Sequoia sempervirens,100,30,-4.38,-3.217209302,-5.542790698,32.68,NA,NA,NA,NA,43.6,3.85,43,13.9,742,Cochard 2006
Sequoiadendron,giganteum,Sequoiadendron giganteum,110,20,-3.79,-3.065362319,-4.514637681,52.44,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard 2006
Taxodium,distichum,Taxodium distichum,40,15,-2.29,-1.728202247,-2.851797753,67.64,NA,NA,NA,NA,48.7,2.166666667,70,11,626,Cochard 2006
Taxus,baccata,Taxus baccata,15,5,-6.97,-4.886666667,-9.053333333,18.24,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard 2006
Taxus,brevifolia,Taxus brevifolia,15,10,-6.44,-4.773333333,-8.106666667,22.8,NA,NA,NA,NA,46.3,-114.2166667,1200,6.5,366,Cochard 2006
Thuja,plicata,Thuja plicata,50,20,-4.21,-2.6475,-5.7725,24.32,NA,NA,NA,NA,46.63333333,-114.5833333,1200,5.9,464,Cochard 2006
Salix,alba,Salix alba,25,15,-1.5,-1,-2,76,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard et al. 1992
Quercus,robur,Quercus robur,40,15,-2.8,-2.4,-3.46,57.57575758,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 1992a
Quercus,petraea,Quercus petraea,40,15,-3.5,-2.15,-4.25,50.66666667,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 1992a
Quercus,petraea,Quercus petraea,40,15,-3.3,-2.41,-3.8,76,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 1992a
Quercus,pubescens,Quercus pubescens,25,15,-3.3,-2.5,-4.7,27.14285714,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 1992a
Quercus,rubra,Quercus rubra,35,20,-2.3,-1.4,-3.7,27.14285714,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 1992a
Populus,deltoides,Populus deltoides,25,15,-1.3,-0.8,-1.7,95,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 1992b
Rhipidocladum,racemiflorum,Rhipidocladum racemiflorum,15,10,-4.5,-3.5,-5,76,10.2,NA,NA,NA,9.166666667,-79.846036,100,26.3,2600,Cochard et al. 1994
Populus,trichocarpa,Populus trichocarpa,40,1.5,-1.5,-1,-2.05,69.09090909,NA,0.0009,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 1996
Fraxinus,excelsior,Fraxinus excelsior,30,18,-2.8,-2.1,-3.4,63.33333333,NA,0.00009,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 1997
Fraxinus,excelsior,Fraxinus excelsior,30,18,-2.8,-2.1,-4,31.66666667,NA,0.000126,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 1997
Fagus,sylvatica,Fagus sylvatica,40,25,-3.2,-2.6,-3.8,63.33333333,1.83,0.00072,NA,126,48.75145,6.337966667,263,9.5,720,Cochard et al. 1999
Betula,pendula,Betula pendula,25,15,-2.2,-1.2,-2.9,54.28571429,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard et al. 2005
Cytisus,scoparius,Cytisus scoparius,3,2,-3.62,-2.8,-4.2,65.51724138,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. 2005
Fagus,sylvatica,Fagus sylvatica,40,20,-3.15,-2.5,-4.2,36.19047619,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. 2005
Juglans,regia,Juglans regia,25,10,-2.22,-1.85,-2.6,100,NA,NA,NA,NA,45.776,3.144133333,336,10.9,618,Cochard et al. 2005
Picea,abies,Picea abies,50,20,-3.5,-2.8,-4.6,34.54545455,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 2005
Picea,abies,Picea abies,50,20,-3.66,-2.8,-4.3,59.375,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. 2005
Pinus,sylvestris,Pinus sylvestris,35,10,-3.1,-2.5,-3.8,54.28571429,NA,NA,NA,NA,48.75145,6.337966667,263,9.4,766,Cochard et al. 2005
Pinus,sylvestris,Pinus sylvestris,35,10,-3.2,-2.6,-3.7,76,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. 2005
Populus,X,Populus X,20,7,-2.048,-1.783449735,-2.312550265,143.64,NA,NA,NA,87.4,51.178652,-0.85149,100,9.6,736,Cochard et al. 2007
Populus,X,Populus X,20,7,-1.8666,-1.565395181,-2.167804819,126.16,NA,NA,NA,75.4,51.178652,-0.85149,100,9.6,736,Cochard et al. 2007
Populus,X,Populus X,20,7,-1.9124,-1.685127273,-2.139672727,167.2,NA,NA,NA,85.5,51.178652,-0.85149,100,9.6,736,Cochard et al. 2007
Populus,X,Populus X,20,7,-2.18525,-1.897893678,-2.472606322,132.24,NA,NA,NA,84.9,51.178652,-0.85149,100,9.6,736,Cochard et al. 2007
Populus,X,Populus X,20,7,-1.942666667,-1.595444444,-2.289888889,109.44,NA,NA,NA,86.5,51.178652,-0.85149,100,9.6,736,Cochard et al. 2007
Prunus,amygdalus,Prunus amygdalus,10,6,-6.133,-4.94252381,-7.32347619,31.92,NA,NA,NA,96.4,45.776,3.144133333,336,10.9,618,Cochard et al. 2007
Prunus,armeniaca,Prunus armeniaca,10,4,-6.06525,-4.845737805,-7.284762195,31.16,NA,NA,NA,93.6,45.776,3.144133333,336,10.9,618,Cochard et al. 2007
Prunus,avium,Prunus avium,25,12,-4.76375,-3.882304429,-5.645195571,43.111,NA,NA,NA,133.6,45.717,3.05,800,8.4,786,Cochard et al. 2007
Prunus,cerasifera,Prunus cerasifera,5,4,-6.265,-5.598333333,-6.931666667,57,NA,NA,NA,112,45.776,3.144133333,336,10.9,618,Cochard et al. 2007
Prunus,cerasus,Prunus cerasus,15,10,-4.59675,-4.023684097,-5.169815903,66.31,NA,NA,NA,143.1,45.776,3.144133333,336,10.9,618,Cochard et al. 2007
Prunus,domestica,Prunus domestica,15,7,-5.7764,-5.018824242,-6.533975758,50.16,NA,NA,NA,83.1,45.776,3.144133333,336,10.9,618,Cochard et al. 2007
Prunus,mahaleb,Prunus mahaleb,12,3,-5.5515,-4.388709302,-6.714290698,32.68,NA,NA,NA,117.3,45.776,3.144133333,336,10.9,618,Cochard et al. 2007
Prunus,padus,Prunus padus,15,10,-3.54175,-3.06856388,-4.01493612,80.30666667,NA,NA,NA,138.8,45.717,3.05,800,8.4,786,Cochard et al. 2007
Prunus,persica,Prunus persica,10,4,-5.17625,-3.812613636,-6.539886364,27.86666667,NA,NA,NA,156,45.776,3.144133333,336,10.9,618,Cochard et al. 2007
Prunus,spinosa,Prunus spinosa,4,2,-5.36425,-4.402711538,-6.325788462,39.52,NA,NA,NA,84.2,45.717,3.05,800,8.4,786,Cochard et al. 2007
Salix,X,Salix X,15,6,-1.9566,-1.721858216,-2.191341784,161.88,NA,NA,NA,124.4,51.178652,-0.85149,100,9.6,736,Cochard et al. 2007
Salix,X,Salix X,15,6,-1.7628,-1.635573537,-1.890026463,298.68,NA,NA,NA,105.5,51.178652,-0.85149,100,9.6,736,Cochard et al. 2007
Salix,X,Salix X,15,6,-1.946,-1.748371542,-2.143628458,192.28,NA,NA,NA,93.3,51.178652,-0.85149,100,9.6,736,Cochard et al. 2007
Salix,X,Salix X,15,6,-1.57075,-1.445436717,-1.696063283,303.24,NA,NA,NA,100.5,51.178652,-0.85149,100,9.6,736,Cochard et al. 2007
Acer,campestre,Acer campestre,15,10,-5.737,-4.874931034,-6.599068966,44.08,NA,NA,NA,NA,45.776,3.144133333,800,8.4,786,Cochard et al. unpublished
Acer,monspessulanum,Acer monspessulanum,15,12,-6.735,-5.726935484,-7.743064516,37.696,NA,NA,NA,NA,43.622979,3.879147,50,13.8,745,Cochard et al. unpublished
Acer,opalus,Acer opalus,15,10,-4.395,-3.826818182,-4.963181818,66.88,NA,NA,NA,NA,44.152424,5.253253,1200,7.1,954,Cochard et al. unpublished
Acer,platanoides,Acer platanoides,30,15,-4.181,-3.675949495,-4.686050505,75.24,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. unpublished
Acer,pseudoplatanus,Acer pseudoplatanus,30,15,-3.131,-2.640803922,-3.621196078,77.52,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. unpublished
Alnus,cordata,Alnus cordata,25,16,-1.784,-1.620601307,-1.947398693,232.56,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. unpublished
Alnus,glutinosa,Alnus glutinosa,25,18,-1.627539247,-1.224313441,-2.030765054,94.24,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. unpublished
Amelanchier,ovalis,Amelanchier ovalis,3,2,-6.873333333,-5.723908046,-8.022758621,33.06,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. unpublished
Arbutus,unedo,Arbutus unedo,10,2,-7.841,-6.926365854,-8.755634146,41.54666667,NA,NA,NA,NA,38.326932,-0.529161,50,17.7,319,Cochard et al. unpublished
Atherosperma,moschatum,Atherosperma moschatum,40,NA,-3.312666667,-2.62773516,-3.997598174,55.48,NA,NA,NA,NA,-42.905,147.324722222222,60,12.1,671,Cochard et al. unpublished
Betula,pendula,Betula pendula,25,15,-2.4,-1.9,-2.75,108.5714286,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. unpublished
Buxus,sempervirens,Buxus sempervirens,5,3,-8,NA,NA,NA,NA,NA,NA,NA,43.622979,3.879147,50,13.8,745,Cochard et al. unpublished
Carpinus,betulus,Carpinus betulus,25,4,-3.74982,-3.162551971,-4.337088029,64.7064,NA,NA,NA,NA,45.717,3.05,800,8.4,786,Cochard et al. unpublished
