Genus,Species,Binomial,Height.max..m.,Height.actual..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,References
Rhododendron,X,Rhododendron X,0.5,0.5,-1.87,-0.54,-3.21,28.35820896,0.199,NA,NA,NA,47.1833333333333,11.3,1650,3.2,879,"Mayr et al., submitted"
Pinus,contorta,Pinus contorta,40,10,-3.42,-2.7,-4.14,52.77777778,NA,NA,NA,NA,40.05,-111.783333333333,1450,9.9,433,"Mayr and Sperry, submitted"
Pinus,sylvestris,Pinus sylvestris,40,0.5,-3.62,-3.12,-4.12,76,NA,NA,NA,NA,47.2666666666667,11.3666666666667,600,8.9,883,"Beikircher et al., submitted"
Juniperus,communis,Juniperus communis,4,1,-5.27,-3.03,-7.5,17.04035874,NA,NA,NA,NA,47.2666666666667,11.3666666666667,600,8.9,883,"Beikircher et al., submitted"
Pinus,cembra,Pinus cembra,50,0.5,-3.31,-2.62,-4,55.07246377,NA,NA,NA,NA,47.2666666666667,11.3666666666667,600,8.9,883,"Mayr et al., 2003c"
Picea,abies,Picea abies,25,0.5,-4.07,-3.71,-4.43,105.5555556,NA,NA,NA,NA,47.2666666666667,11.3666666666667,600,8.9,883,"Mayr et al., 2003c"
Salvia,mellifera,Salvia mellifera,NA,NA,-8.3,-4.8,-12,10.27027027,1.19,0.000411,0.000381996,77.66102092,34.5,-119.816666666667,670,15.1,650,Bhaskar et al. 2007
Pinus,ponderosa,Pinus ponderosa,NA,NA,-2.61,-1.1,-4.2,23.89937107,0.54,NA,NA,NA,38.6833333333333,-119.733333333333,2100,8.2,550,Maherali & DeLucia 2000
Pinus,ponderosa,Pinus ponderosa,NA,14.3,-2.61,-1.1,-4.2,23.89937107,0.54,NA,0.000483092,33.59,39.3666666666667,-119.683333333333,2030,8.9,473,Maherali & DeLucia 2000
Pinus,ponderosa,Pinus ponderosa,NA,NA,-2.62,-1.1,-4.2,24.05063291,0.64,NA,NA,29.86,39.5666666666667,-119.833333333333,1500,10.4,245,Maherali & DeLucia 2000
Pinus,ponderosa,Pinus ponderosa,NA,8.9,-2.65,NA,NA,NA,0.64,NA,0.000862069,NA,39.5833333333333,-119.783333333333,1500,-0.3,569,Maherali & DeLucia 2000
Epilobium,angustifolium,Epilobium angustifolium,2,1,-1.59,-0.9,-2.28,55.07246377,0.77,NA,NA,NA,51.2333333333333,-116.05,1655,-0.3,569,Maherali et al. 2009
Epilobium,angustifolium,Epilobium angustifolium,2,1,-1.66,-1.05,-2.29,60.31746032,1.39,NA,NA,NA,51.2333333333333,-116.05,1655,18.1,299,Maherali et al. 2009
Opuntia,ficus-indica,Opuntia ficus-indica,1,NA,-0.575,-0.298,-1.235,57.57575758,NA,NA,NA,NA,33.9666666666667,-117.316666666667,305,18.1,299,Linton&Nobel 1999
Agave,deserti,Agave deserti,1,NA,-0.828,-0.377,-1.954,33.74777975,NA,NA,NA,NA,33.9666666666667,-117.316666666667,305,18.1,299,Linton&Nobel 1999
Agave,deserti,Agave deserti,1,NA,-2.476,-0.981,NA,NA,0.003296,0.00019,NA,NA,33.9666666666667,-117.316666666667,305,18.1,299,Linton&Nobel 2001
Agave,tequilana,Agave tequilana,1,NA,-1.74,-0.688,NA,NA,0.003604,NA,NA,NA,33.9666666666667,-117.316666666667,305,18.1,299,Linton&Nobel 2001
Pinus,taeda,Pinus taeda,55,18,-3.3,-2.5,-4.2,42.22222222,0.34,0.000076,0.000625,90.6,35.9666666666667,-79.1333333333333,150,15,1220,Domec et al. 2010
Pinus,taeda,Pinus taeda,55,18,-0.61,-0.6,-2.05,26.38888889,0.75,0.000076,0.000625,NA,35.9666666666667,-79.1333333333333,150,15,1220,Domec et al. 2010
Pinus,virginiana,Pinus virginiana,18,NA,-4.2,-2.1,-5.3,34.54545455,NA,NA,NA,NA,40.79,-77.86,NA,NA,NA,Johnson et al 2011
Sapium,sebiferum,Sapium sebiferum,NA,NA,-0.65,NA,NA,NA,4.58,0.000452,NA,209.35,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Melia,azedarach,Melia azedarach,NA,NA,-1.11,NA,NA,NA,6.08,0.000809,NA,219.49,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Mallotus,philippensis,Mallotus philippensis,NA,NA,-0.68,NA,NA,NA,3.32,0.000286,NA,118.63,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Mallotus,philippensis,Mallotus philippensis,NA,NA,-0.64,NA,NA,NA,1.22,0.0002,NA,103.1,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Vernicia,fordii,Vernicia fordii,NA,NA,-1.23,NA,NA,NA,3.3,0.00041,NA,116.79,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Vernicia,fordii,Vernicia fordii,NA,NA,-0.73,NA,NA,NA,4.82,0.000537,NA,113.02,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Ficus,benguetensis,Ficus benguetensis,NA,NA,-0.66,NA,NA,NA,1.64,0.000217,NA,123.3,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Alchornea,davidii,Alchornea davidii,NA,NA,-0.55,NA,NA,NA,3.25,0.000251,NA,135.03,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Mallotus,barbatus,Mallotus barbatus,NA,NA,-1.67,NA,NA,NA,7.06,0.00057,NA,188.74,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Flemingia,philippinensis,Flemingia philippinensis,NA,NA,-0.91,NA,NA,NA,2.52,0.000435,NA,182.56,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Solanum,verbascifolium,Solanum verbascifolium,NA,NA,-0.7,NA,NA,NA,3.12,0.000468,NA,147.37,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Brucea,javanica,Brucea javanica,NA,NA,-1.21,NA,NA,NA,2.67,0.000214,NA,186.43,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Rhamnella,franguloides,Rhamnella franguloides,NA,NA,-1.64,NA,NA,NA,4.93,0.000632,NA,90.98,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Mallotus,japonicus,Mallotus japonicus,NA,NA,-1.12,NA,NA,NA,2.52,0.000353,NA,113.17,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Broussonetia,papyrifera,Broussonetia papyrifera,NA,NA,-0.51,NA,NA,NA,3.36,0.000785,NA,141.83,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Picrasma,quassioides,Picrasma quassioides,NA,NA,-0.93,NA,NA,NA,3.42,0.00056,NA,108,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Alangium,chinense,Alangium chinense,NA,NA,-1.08,NA,NA,NA,7.52,0.000606,NA,122.35,25.7,105.583333333333,900,NA,NA,"Fan et al., 2011"
Alangium,chinense,Alangium chinense,NA,NA,-0.81,NA,NA,NA,4.58,0.000502,NA,122.61,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Pteroceltis,tatarinowii,Pteroceltis tatarinowii,NA,NA,-0.96,NA,NA,NA,3.6,0.000503,NA,123.54,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Liquidambar,formosana,Liquidambar formosana,NA,NA,-1.26,NA,NA,NA,0.31,0.000056,NA,106.75,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Platycarya,longipes,Platycarya longipes,NA,NA,-1.06,NA,NA,NA,5.68,0.000404,NA,150.14,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Platycarya,longipes,Platycarya longipes,NA,NA,-1.5,NA,NA,NA,2.73,0.000246,NA,155.9,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Lindera,communis,Lindera communis,NA,NA,-0.92,NA,NA,NA,0.53,0.000077,NA,107.2,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Lindera,communis,Lindera communis,NA,NA,-0.85,NA,NA,NA,0.31,0.000051,NA,130.7,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Macaranga,tanarius,Macaranga tanarius,NA,NA,-0.63,NA,NA,NA,2.83,0.000243,NA,136.4,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Pittosporum,xylocarpum,Pittosporum xylocarpum,NA,NA,-1.58,NA,NA,NA,1.78,0.000172,NA,98.9,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Maackia,hupehensis,Maackia hupehensis,NA,NA,-1.4,NA,NA,NA,4.62,0.00063,NA,145.6,25.4333333333333,108.083333333333,800,NA,NA,"Fan et al., 2011"
Itea,chinensis,Itea chinensis,NA,NA,-2.54,NA,NA,NA,0.45,0.00014,NA,85,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Carpinus,pubescens,Carpinus pubescens,NA,NA,-1.39,NA,NA,NA,2.7,0.000268,NA,129.2,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Stachyurus,obovatus,Stachyurus obovatus,NA,NA,-4.31,NA,NA,NA,0.55,0.000086,NA,100.4,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Daphniphyllum,oldhami,Daphniphyllum oldhami,NA,NA,-0.62,NA,NA,NA,0.46,0.000046,NA,82.6,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Quercus,aliena,Quercus aliena,NA,NA,-2.09,NA,NA,NA,6.3,0.000626,NA,155.4,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Ligustrum,lucidum,Ligustrum lucidum,NA,NA,-3.67,NA,NA,NA,1.39,0.000144,NA,119,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Celtis,sinensis,Celtis sinensis,NA,NA,-0.81,NA,NA,NA,6.89,0.000877,NA,165.5,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Ilex,chinensis,Ilex chinensis,NA,NA,-2.84,NA,NA,NA,0.29,0.000055,NA,79.8,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Lithocarpus,glaber,Lithocarpus glaber,NA,NA,-1.57,NA,NA,NA,1.51,0.00017,NA,95.3,26.25,105.733333333333,1200,NA,NA,"Fan et al., 2011"
Ceiba,speciosa,Ceiba speciosa,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Parapiptademia,rigida,Parapiptademia rigida,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Holocalyx,balansae,Holocalyx balansae,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Lonchocarpus,muehlbergianus,Lonchocarpus muehlbergianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Ocotea,diospyrifolia,Ocotea diospirifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Cordia,trichotoma,Cordia trichotoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Balfourodendron,riedelianum,Balfourodendron riedelianum,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Cabralea,canjerana,Cabralea canjerana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Chrysophyllum,gonocarpum,Chrysophyllum gonocarpum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Cedrella,fissilis,Cedrella fissilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.4166666666667,-54.6166666666667,230,NA,NA,Carrasco et al. 2013
Colliguaja,integerrima,Colliguaja integerrima,1.5,0.4,NA,NA,NA,NA,0.22,0.0014,0.025,50,-45.95,-67.5166666666667,150,NA,NA,Iogna et al. 2011
Retanilla,patagonica,Retanilla patagonica,1.5,0.5,NA,NA,NA,NA,0.17,0.0006,0.027777778,64,-45.95,-67.5166666666667,150,NA,NA,Iogna et al. 2011
Colliguaja,integerrima,Colliguaja integerrima,1.5,0.5,NA,NA,NA,NA,0.07,0.0003,0.000462963,45,-45.95,-67.5166666666667,150,NA,NA,Iogna et al. 2011
Retanilla,patagonica,Retanilla patagonica,1.5,0.5,NA,NA,NA,NA,0.14,0.0004,0.000840336,85,-45.95,-67.5166666666667,150,NA,NA,Iogna et al. 2011
Berberis,microphylla,Berberis microphylla,4,1.2,NA,NA,NA,NA,0.055,0.000055,NA,44,-45.95,-67.5166666666667,150,NA,NA,Iogna et al. 2011
Colliguaja,integerrima,Colliguaja integerrima,1.5,0.86,NA,NA,NA,NA,0.048,0.00012,NA,35.7,-45.95,-67.5166666666667,150,NA,NA,Iogna et al. 2011
Psedotsuga,menziesii,Pseudotsuga menziesii,90,55,NA,NA,NA,NA,NA,NA,NA,NA,44,-122,NA,NA,NA,Scholz et al. 2011
Pinus,taeda,Pinus taeda,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,35,-79.1333333333333,NA,NA,NA,Scholz et al. 2011
Pinus,abies,Picea abies,50,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,NA,NA,Scholz et al. 2011
Picea,Larix,Larix hibrid,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,Scholz et al. 2011
Adesmia,boronioides,Adesmia boronioides,1.5,0.9,NA,NA,NA,NA,NA,0.00042,NA,NA,-46.5166666666667,-71.05,410,NA,NA,Scholz et al. 2012
Berberis,heterophylla,Berberis heterophylla,4,1.7,NA,NA,NA,NA,NA,0.000089,NA,NA,-46.5166666666667,-71.05,410,NA,NA,Scholz et al. 2012
Colliguaja,integerrima,Colliguaja integerrima,1.5,1.05,NA,NA,NA,NA,NA,0.000402,NA,NA,-46.5166666666667,-71.05,410,NA,NA,Scholz et al. 2012
Lycium,chilense,Lycium chilensis,1.3,0.88,NA,NA,NA,NA,NA,0.00026,NA,NA,-46.5166666666667,-71.05,410,NA,NA,Scholz et al. 2012
Mulinum,spinosum,Mulinum spinosum,1,0.4,NA,NA,NA,NA,NA,0.00143,NA,NA,-46.5166666666667,-71.05,410,NA,NA,Scholz et al. 2012
Senecio,filaginoides,Senecio filaginoides,0.8,0.55,NA,NA,NA,NA,NA,0.0003,NA,NA,-46.5166666666667,-71.05,410,NA,NA,Scholz et al. 2012
Schinus,johnstonii,Schinus johnstonii,3.5,2.1,NA,NA,NA,NA,NA,0.001093,NA,NA,-46.5166666666667,-71.05,410,NA,NA,Scholz et al. 2012
Pinus,sylvestris,Pinus sylvestris,30,15,NA,NA,NA,NA,NA,NA,NA,NA,58,-4,9,NA,NA,Scholz et al. 2012
Picea,abies,Picea abies,50,6.7,NA,NA,NA,NA,NA,NA,NA,NA,64.1166666666667,19.45,310,NA,NA,Scholz et al. 2013
Acacia,dealbata,Acacia dealbata,6,NA,NA,NA,NA,NA,2.14,0.00017819,0.0000823,103.634838,NA,NA,423,10,573,Gleason et al. 2011
Aotus,ericoides,Aotus ericoides,1.1,NA,NA,NA,NA,NA,0.35,0.000201034,0.000735434,66.14465684,NA,NA,423,10,573,Gleason et al. 2011
Banksia,marginata,Banksia marginata,6,NA,NA,NA,NA,NA,2.31,0.000656831,0.000259941,60.12481743,NA,NA,423,10,573,Gleason et al. 2011
Bossiaea,cinerea,Bossiaea cinerea,1.1,NA,NA,NA,NA,NA,0.82,0.000185863,0.000219904,91.95240179,NA,NA,423,10,573,Gleason et al. 2011
Cassinia,aculeata,Cassinia aculeata,3.6,NA,NA,NA,NA,NA,1,0.000312346,0.000323793,111.683631,NA,NA,423,10,573,Gleason et al. 2011
Daviesia,latifolia,Daviesia latifolia,2.2,NA,NA,NA,NA,NA,1.16,0.000358885,0.000371757,83.14549831,NA,NA,423,10,573,Gleason et al. 2011
Epacris,impressa,Epacris impressa,1.6,NA,NA,NA,NA,NA,0.05,0.0000386,0.001046049,96.98706655,NA,NA,423,10,573,Gleason et al. 2011
Eucalyptus,pauciflora,Eucalyptus pauciflora,9,NA,NA,NA,NA,NA,9.02,0.001537013,0.000186431,47.40812792,NA,NA,423,10,573,Gleason et al. 2011
Eucalyptus,rubida,Eucalyptus rubida,20,NA,NA,NA,NA,NA,5.56,0.000705306,0.00012216,64.15464087,NA,NA,423,10,573,Gleason et al. 2011
Eucalyptus,tenuiramis,Eucalyptus tenuiramis,21,NA,NA,NA,NA,NA,6.88,0.001010627,0.000142884,55.67123664,NA,NA,423,10,573,Gleason et al. 2011
Exocarpos,cupressiformis,Exocarpos cupressiformis,6.5,NA,NA,NA,NA,NA,2.03,0.00064819,0.000304111,37.49604975,NA,NA,423,10,573,Gleason et al. 2011
Leucopogon,ericoides,Leucopogon ericoides,1.7,NA,NA,NA,NA,NA,0.39,0.000231473,0.000764838,89.07349596,NA,NA,423,10,573,Gleason et al. 2011
Leucopogon,virgatus,Leucopogon virgatus,0.6,NA,NA,NA,NA,NA,0.16,NA,NA,85.70600527,NA,NA,423,10,573,Gleason et al. 2011
Persoonia,juniperina,Persoonia juniperina,1.4,NA,NA,NA,NA,NA,0.68,0.0001951,0.00027692,46.19172147,NA,NA,423,10,573,Gleason et al. 2011
Pultenaea,juniperina,Pultenaea juniperina,1.4,NA,NA,NA,NA,NA,0.05,0.0000151,0.000289328,64.42079046,NA,NA,423,10,573,Gleason et al. 2011
Acacia,crassicarpa,Acacia crassicarpa,20,NA,NA,NA,NA,NA,8.65,0.00051442,0.0000559,126.6961446,NA,NA,30,24.1,1923,Gleason et al. 2011
Acacia,flavescens,Acacia flavescens,20,NA,NA,NA,NA,NA,9.38,0.000771844,0.0001,92.40436149,NA,NA,30,24.1,1923,Gleason et al. 2011
Acacia,mangium,Acacia mangium,30,NA,NA,NA,NA,NA,3.48,0.000521054,0.000122149,98.86698436,NA,NA,30,24.1,1923,Gleason et al. 2011
Allocasuarina,torulosa,Allocasuarina torulosa,15,NA,NA,NA,NA,NA,2.27,0.000370926,0.00021166,53.0664445,NA,NA,30,24.1,1923,Gleason et al. 2011
Alphitonia,excelsa,Alphitonia excelsa,25,NA,NA,NA,NA,NA,5.68,0.000816076,0.0001782,124.0340846,NA,NA,30,24.1,1923,Gleason et al. 2011
Canarium,australianum,Canarium australianum,20,NA,NA,NA,NA,NA,3.26,0.000517318,0.000137288,NA,NA,NA,30,24.1,1923,Gleason et al. 2011
Chionanthus,ramiflora,Chionanthus ramiflora,18,NA,NA,NA,NA,NA,2.37,0.00036934,0.000123406,84.78240596,NA,NA,30,24.1,1923,Gleason et al. 2011
Corymbia,intermedia,Corymbia intermedia,35,NA,NA,NA,NA,NA,3.61,0.000433008,0.000112464,106.6268593,NA,NA,30,24.1,1923,Gleason et al. 2011
Eucalyptus,platyphylla,Eucalyptus platyphylla,35,NA,NA,NA,NA,NA,2.62,0.000261986,0.000173144,96.72863748,NA,NA,30,24.1,1923,Gleason et al. 2011
Ixora,timorensis,Ixora timorensis,8,NA,NA,NA,NA,NA,2.4,0.000894052,0.000111259,122.6542377,NA,NA,30,24.1,1923,Gleason et al. 2011
Lophostemon,suaveolens,Lophostemon suaveolens,25,NA,NA,NA,NA,NA,1.39,0.000128132,0.0000848,161.8908855,NA,NA,30,24.1,1923,Gleason et al. 2011
Macaranga,involucrata,Macaranga involucrata,5,NA,NA,NA,NA,NA,3.09,0.000458121,0.000127916,143.2828978,NA,NA,30,24.1,1923,Gleason et al. 2011
Macaranga,tanarius,Macaranga tanarius,7,NA,NA,NA,NA,NA,4.35,0.000692858,0.000134465,127.0841806,NA,NA,30,24.1,1923,Gleason et al. 2011
Planchonia,careya,Planchonia careya,7,NA,NA,NA,NA,NA,9.35,0.002183599,0.000187397,112.2258883,NA,NA,30,24.1,1923,Gleason et al. 2011
Polyscias,elegans,Polyscias elegans,25,NA,NA,NA,NA,NA,4.35,NA,NA,NA,NA,NA,30,24.1,1923,Gleason et al. 2011
Timonius,timon,Timonius timon,10,NA,NA,NA,NA,NA,6.36,0.001159738,0.000194039,117.7246186,NA,NA,30,24.1,1923,Gleason et al. 2011
Acacia,holosericea,Acacia holosericea,3,NA,NA,NA,NA,NA,4.1,0.000586967,0.000113544,75.2062675,NA,NA,80,26.9,634,Gleason et al. 2011
Alphitonia,excelsa,Alphitonia excelsa,8,NA,NA,NA,NA,NA,2.82,NA,NA,75.71140906,NA,NA,80,26.9,634,Gleason et al. 2011
Archidendropsis,basaltica,Archidendropsis basaltica,10,NA,NA,NA,NA,NA,4.26,0.000756813,0.000145459,57.94892463,NA,NA,80,26.9,634,Gleason et al. 2011
Carissa,lanceolata,Carissa lanceolata,2,NA,NA,NA,NA,NA,2.38,0.000826253,0.000264081,78.50500517,NA,NA,80,26.9,634,Gleason et al. 2011
Corymbia,polycarpa,Corymbia polycarpa,15,NA,NA,NA,NA,NA,8.37,0.000974407,0.000106086,64.12034597,NA,NA,80,26.9,634,Gleason et al. 2011
Dodonaea,physocarpa,Dodonaea physocarpa,1.5,NA,NA,NA,NA,NA,1.07,0.000263963,0.00028498,73.43369718,NA,NA,80,26.9,634,Gleason et al. 2011
Erythrophleum,chlorostachys,Erythrophleum chlorostachys,15,NA,NA,NA,NA,NA,2.35,0.000361684,NA,62.39475561,NA,NA,80,26.9,634,Gleason et al. 2011
Gardenia,vilhelmii,Gardenia vilhelmii,4,NA,NA,NA,NA,NA,2.71,0.000622646,0.000213899,100.3131652,NA,NA,80,26.9,634,Gleason et al. 2011
Grevillea,parallela,Grevillea parallela,7,NA,NA,NA,NA,NA,3.34,0.000542674,0.000170388,46.01106704,NA,NA,80,26.9,634,Gleason et al. 2011
Grevillea,striata,Grevillea striata,8,NA,NA,NA,NA,NA,2.31,0.000877705,0.000271999,25.85910118,NA,NA,80,26.9,634,Gleason et al. 2011
Melaleuca,citrolens,Melaleuca citrolens,9,NA,NA,NA,NA,NA,1.11,0.00028325,0.000256919,54.53579866,NA,NA,80,26.9,634,Gleason et al. 2011
Melaleuca,stenostachya,Melaleuca stenostachya,9,NA,NA,NA,NA,NA,2.74,0.000522553,0.00018335,63.93301102,NA,NA,80,26.9,634,Gleason et al. 2011
Melaleuca,viridiflora,Melaleuca viridiflora,5,NA,NA,NA,NA,NA,3.18,0.000840476,0.000197537,38.28357551,NA,NA,80,26.9,634,Gleason et al. 2011
Petalostigma,banksii,Petalostigma banksii,4,NA,NA,NA,NA,NA,4.08,0.00057313,0.000135272,70.37149586,NA,NA,80,26.9,634,Gleason et al. 2011
Terminalia,platyptera,Terminalia platyptera,9,NA,NA,NA,NA,NA,2.49,0.000455303,0.000209045,82.54912329,NA,NA,80,26.9,634,Gleason et al. 2011
Ventilago,viminalis,Ventilago viminalis,12,NA,NA,NA,NA,NA,3.73,0.005189683,0.000191824,74.96838555,NA,NA,80,26.9,634,Gleason et al. 2011
Allocasuarina,littoralis,Allocasuarina littoralis,12,NA,NA,NA,NA,NA,2.63,0.000554685,0.000185433,41.32561872,NA,NA,181,17,1284,Gleason et al. 2011
Banksia,ericifolia,Banksia ericifolia,5,NA,NA,NA,NA,NA,NA,NA,0.000162965,49.35986422,NA,NA,181,17,1284,Gleason et al. 2011
Banksia,serrata,Banksia serrata,8,NA,NA,NA,NA,NA,1.78,0.00014163,0.000449957,38.15431024,NA,NA,181,17,1284,Gleason et al. 2011
Banksia,spinulosa,Banksia spinulosa,2.5,NA,NA,NA,NA,NA,2.21,0.000576329,0.000278952,43.11565976,NA,NA,181,17,1284,Gleason et al. 2011
Corymbia,gummifera,Corymbia gummifera,25,NA,NA,NA,NA,NA,6.15,0.001094467,0.000162759,43.8457201,NA,NA,181,17,1284,Gleason et al. 2011
Eucalyptus,capitellata,Eucalyptus capitellata,20,NA,NA,NA,NA,NA,2.86,0.000456922,0.000145674,34.76348807,NA,NA,181,17,1284,Gleason et al. 2011
Eucalyptus,haemastoma,Eucalyptus haemastoma,18,NA,NA,NA,NA,NA,2.62,0.000572023,0.000221217,37.69584341,NA,NA,181,17,1284,Gleason et al. 2011
Grevillea,buxifolia,Grevillea buxifolia,1.6,NA,NA,NA,NA,NA,1.28,0.00037397,0.00031199,79.91715253,NA,NA,181,17,1284,Gleason et al. 2011
Hakea,gibbosa,Hakea gibbosa,2,NA,NA,NA,NA,NA,NA,NA,NA,24.69156446,NA,NA,181,17,1284,Gleason et al. 2011
Hakea,sericea,Hakea sericea,3,NA,NA,NA,NA,NA,2.65,0.001108278,0.000429954,33.56777656,NA,NA,181,17,1284,Gleason et al. 2011
Hakea,teretifolia,Hakea teretifolia,2,NA,NA,NA,NA,NA,NA,NA,0.00039522,22.37269657,NA,NA,181,17,1284,Gleason et al. 2011
Lambertia,formosa,Lambertia formosa,1.8,NA,NA,NA,NA,NA,2.23,0.000705279,0.00031368,42.82217524,NA,NA,181,17,1284,Gleason et al. 2011
Leptospermum,trinervium,Leptospermum trinervium,3,NA,NA,NA,NA,NA,0.73,0.000140581,0.000192181,76.01841449,NA,NA,181,17,1284,Gleason et al. 2011
Persoonia,levis,Persoonia levis,5,NA,NA,NA,NA,NA,1.22,0.000250188,0.0002669,49.32813061,NA,NA,181,17,1284,Gleason et al. 2011
Persoonia,pinifolia,Persoonia pinifolia,4,NA,NA,NA,NA,NA,2.02,0.000383409,0.000163376,56.79658681,NA,NA,181,17,1284,Gleason et al. 2011
Petrophile,pulchella,Petrophile pulchella,2.5,NA,NA,NA,NA,NA,1.85,0.000651159,0.000358212,38.66117746,NA,NA,181,17,1284,Gleason et al. 2011
Acacia,dealbata,Acacia dealbata,8,NA,NA,NA,NA,NA,3.25,NA,NA,129.5768614,NA,NA,198,11.3,826,Gleason et al. 2011
Acacia,terminalis,Acacia terminalis,4.5,NA,NA,NA,NA,NA,0.43,0.0000471,0.000129371,68.62137082,NA,NA,198,11.3,826,Gleason et al. 2011
Allocasuarina,monilifera,Allocasuarina monilifera,5,NA,NA,NA,NA,NA,1.75,0.000621969,0.00031827,24.22860906,NA,NA,198,11.3,826,Gleason et al. 2011
Aotus,ericoides,Aotus ericoides,1.7,NA,NA,NA,NA,NA,1.3,0.000443033,0.000344936,71.6057187,NA,NA,198,11.3,826,Gleason et al. 2011
Banksia,marginata,Banksia marginata,6,NA,NA,NA,NA,NA,3.12,0.000610869,0.000202356,77.51547034,NA,NA,198,11.3,826,Gleason et al. 2011
Epacris,impressa,Epacris impressa,1.5,NA,NA,NA,NA,NA,0.38,0.000268799,0.000640153,70.90842827,NA,NA,198,11.3,826,Gleason et al. 2011
Epacris,lanuginosa,Epacris lanuginosa,1.5,NA,NA,NA,NA,NA,0.53,0.000313945,0.000622831,73.82418693,NA,NA,198,11.3,826,Gleason et al. 2011
Eucalyptus,amygdalina,Eucalyptus amygdalina,20,NA,NA,NA,NA,NA,7.27,0.001063565,0.000136421,53.86347388,NA,NA,198,11.3,826,Gleason et al. 2011
Exocarpos,cupressiformis,Exocarpos cupressiformis,7,NA,NA,NA,NA,NA,3.58,0.000579125,0.000191158,33.1826494,NA,NA,198,11.3,826,Gleason et al. 2011
Leptospermum,glaucescens,Leptospermum glaucescens,5,NA,NA,NA,NA,NA,5.01,0.001351615,0.000287549,97.63930921,NA,NA,198,11.3,826,Gleason et al. 2011
